9439599	1	1	1	0	1	0.75	1	0.9167
9439635	1	0	0.6	1	0	0.8	1	0.9167
9439636	0.625	0.5	0.6667	1	1	0.9167	0	0.8333
9439677	1	0.8333	1	1	0	0	1	0.75
9439678	0.75	1	0	1	1	0.8333	0	0.8333
9439684	0.9	1	0.8	1	1	0.65	1	0.4167
9439685	1	0	0	1	0	0.9167	0	0.9167
9439716	1	0.8333	0.8	1	0	0.95	1	0.6667
9439717	0.875	0.75	0.7778	1	1	0.6667	0.8333	0.8333
9439724	0.9	1	0	1	0	0.8	0.5	0.8333
9439725	0.875	0	0.8889	1	1	0.8333	1	0.9167
9439741	1	0	0.8889	0.5	1	0.9167	0.8333	1
9487715	0.5556	0.5789	0	0.5294	0.3333	0.5	0.6	0
9487741	0.4444	0.3684	1	0.5882	0.6667	1	0.5	0.5
9540076	0.75	0.5	1	0.8333	0.4	0.5	0.5	0.7778
9540079	0	0.5	0	0.8333	0.6667	0	0.5	0.3333
9540084	0.6875	1	0	0	0.8667	0.3333	1	0.5556
9540093	0.5625	0.5	1	0.6667	0.5333	0.5	0	0.7778
9540119	0.75	1	1	0.8333	0.8667	0.5	1	0
9540129	0	1	1	0.5	0.7333	0.5	0.5	0
9540175	0.75	1	0	1	0.7333	0.8333	1	0
9540282	0.7391	0.3333	0	0.6731	0.6296	0.5	0.7692	0.8
9540283	0.3529	0	0.0588	0	0.1515	0.7391	0.1111	0
9540320	0.4348	0.3333	0.7778	0.75	0.7407	0.5	0.9231	0.4
9540321	0.5294	0.3333	0.625	0.8444	0.7273	0	0.8571	0.4
9540324	0.5652	0.8333	0.8333	0.7885	0.5556	0.5	0	0.8
9540325	0.7647	0.5833	0.8125	0.4	0.7273	1	0.5714	0
9540330	0.7391	0.6667	0.5556	0.6538	0.7037	1	0.6923	0
9540331	0.4706	0.5	0.5625	0.5333	0.6364	0.5	0.5714	0.8
9540372	0	0	0	0	0	0	0	0
9540373	0.7647	0	0.375	0.3778	0.6364	0.75	0.8571	0.8
9541150	0	0	0	0	0	0	0.0714	0
9541172	0.75	0	0.7045	0.5	0	0.7317	0.3571	0.4412
9541213	0	1	0.6591	0.5	1	0.7317	0.7143	0.6176
9574704	0.5455	0.5	0.6471	0.75	0.4286	0.6809	0.6	0.5769
9574705	0	0	0	0.1667	0	0	0	0
9574716	0.4545	0.7857	0.9412	0	0	0.5106	0.8	0
9574717	0	0.7273	0.5833	0	0.75	0.4722	0.5	0.6271
9574765	0.6364	0.9286	0.5294	0.75	0.5714	0.5319	0.8	0
9574766	0.5833	0.6364	0.5556	0.6667	1	0	1	0.678
9574773	0	0	0	0	0.0714	0	0	0
9574774	0.6667	0.5455	0.7778	0.6667	0.3333	0.6944	0.5	0.5932
9578745	0.5	0.6667	0.4737	0.5294	1	1	0.6667	0.6415
9578749	1	0.6667	0.7895	0.5294	0.5	1	0.6944	0.566
9578750	0	0	0.8462	0.6818	1	0.8	0.6129	0.5714
9578751	0.3333	1	0.3684	0.7059	1	0	0	0.4528
9578752	0	1	0.6154	0.5	0.3333	0.8	0.5484	0.6786
9578761	0.8333	0.3333	0.8421	0.7647	0.5	1	0.6944	0.6792
9578762	0	0	0.6154	0.6364	0.6667	0.8	0.8387	0.4643
9578794	1	1	0.4211	0.4118	1	1	0.6667	0.6981
9578795	0.5	0.5	0.6154	0.8182	0	1	0.7419	0.7857
9578805	0.6667	1	0.6316	0.5882	1	1	0.5556	0.0189
9578806	0.5	0.5	1	0.5909	0.6667	1	0.6452	0.4286
9578839	0.8333	0.6667	0.3684	0.5882	0.5	0	0.6389	0.7925
9578840	1	0	0.4615	0.7727	1	0.8	0.4194	0
9578850	0.3333	0.3333	0.5789	0.8824	1	1	0	0.5472
9578851	0.5	1	0.6923	0	0.6667	0.6	0.7742	0.7143
9578880	0	0	0.6923	0.6818	1	0.2	0.9355	0.9286
9593702	0	0	0	0	0	0	0	0
9593782	0.5	1	0	0.8696	0.625	0.475	0.75	0.4
9647716	0.9167	0.5538	1	0.5625	0.5625	0.7391	0.6552	0.5238
9647717	0	0	0	0	0	0	0	0
9647763	0.4231	0	0	0.1111	0.3871	0.3077	0	0.2532
9647764	0.8462	0	1	0	0	0.4	0.8571	0.76
9647767	0.3333	0.3333	0	0.5	0.9474	0.6316	1	0
9647780	0.3333	0.3333	1	1	0.7895	0.5789	0.5	0.7097
9647788	0.5	0.6667	1	1	0.6316	0.7368	1	0.7742
9647868	0	1	1	0	0.6316	0.7895	0	0.7419
9647874	0.8333	0.3333	1	0	0.4737	0.5263	0.5	0.3871
9647877	0.5	1	0	1	0.6842	0.5263	1	0.7742
9647881	0.6667	0.3333	1	1	0.6316	0.5789	1	0.7419
9647942	0	0	0	0	0	0	0	0.0556
9647975	0	0.7647	1	0	0.5	0	0.8	0.7222
9647998	0.5882	0.7647	1	1	0	1	1	0
9648025	0.7647	0.5294	0.5	1	0	1	0.8	0.3333
9652926	0.8667	1	0.6667	0.625	0.6667	0.6667	0.68	0.5263
9652937	0.7333	0.5714	0.6667	0.6875	0.6667	0.5417	0	0.8421
9652938	0.5882	0.4286	1	0.8125	0.75	0.6667	0.5833	0.5
9652972	0.5333	0.8571	0.3333	0.6875	0.3333	0.7083	0.8	0.6316
9652973	0.5294	0.5714	0.6667	0.875	0.25	0.8889	0.9167	0.6
9653025	0	0.7143	1	0.375	1	0.5417	0	0.6842
9653026	0.6471	0.8571	0.6667	0.625	1	0.5926	0.8333	0.6
9653102	0.5294	0.7143	0.6667	0.5	0.25	0.8519	0.5833	0.5
9664671	0.2308	0.4211	0.6522	0	0.7059	0.6667	0.75	0.6667
9664678	0.7692	0.7105	0.6087	0.6667	0.5882	0.6667	0.625	0.5556
9664679	0	0.7647	0.4138	0.5	0.6154	0	0.2	0.9286
9664711	0.6923	0.6842	0.6522	0.5	0.6471	0.3333	0.75	0.6667
9664712	1	0.5294	0.6897	0.6875	0.4615	0.875	0	0.4286
9664765	0.5385	0.6579	0.3913	0.5833	0.7059	0	0.625	0.5556
9664766	0.6667	0.7647	0.6552	0.875	0.4615	0.75	0.5333	0.4286
9664822	0.7333	0.7059	0	0.75	0.9231	0.375	0.7333	0.6429
9695485	0.5	0.4783	0	0.8	0.9615	0.625	0.4444	0.7273
9695557	1	0.7391	0	0.6	0.8462	0.6667	0.6667	0.3636
9695577	0	0	0	0	0	0	0	0
9701496	0.6667	0.5484	0.6667	0.5	0.5	0.6667	0.8	0.8
9701527	1	0.3871	1	0.25	0	1	0.4	0.6
9701528	0.5	0.7273	0	0.7273	0.6667	0.4	0.6	0.7778
9701531	0.3333	0.4839	0.3333	0.75	1	0.6667	0.4	0.7
9701532	1	0.6364	0	0.6364	0.6667	0.4	0.8	0.7778
9701563	0.3333	0.5161	0.6667	1	0.75	1	0.6	0.8
9701564	0.5	0.5455	1	0.6364	0.8333	0.8	0.6	0.2222
9701652	0.3333	0.8065	0	0.75	0.5	1	0.6	0.9
9701653	0.5	0.6591	1	0.8182	0.6667	0.6	0	0.8889
9701657	0.3333	0.5806	0	0.75	0.75	0	0	0.5
9701658	0.5	0.7273	0	0.5455	0.6667	0.6	0.2	0.6667
9701661	1	0	0.3333	0.75	1	0.6667	1	0.7
9701662	0.5	0.7727	0	0.6364	0.6667	0	0.6	0.8889
9701670	1	0.5806	0.6667	0.75	0.5	0.6667	0.8	0.8
9701671	0.5	0.4318	1	0.8182	0	0	1	0.7778
9701694	0.5	0.6364	1	0.7273	0.5	0.6	0.6	0.4444
9702329	0.6667	0.7778	0.3077	0.8684	0.5385	0.8	0.7273	0.5
9702339	1	0.4444	0.6154	0.7105	0.7692	0.6	0	1
9702345	0.6667	1	0.6154	0.4737	0.5385	0.8	0.7273	0
9702369	0.3333	0.6667	0.8462	0.5789	0.7692	0.6	0.2727	0.5
9702401	0.3333	0.7778	0.6154	0.6316	0.4615	0.6	0.6818	1
9702415	0.3333	0.8889	0.9231	0.0263	0.8462	0.8	0.6818	0.5
9702470	0	0.5556	0.6923	0.3421	0.6154	0.8	0.8182	0
9702480	1	0.5556	0.8462	0.6316	0.7692	0.8	0.6364	1
9702485	0.3333	0.3333	0.7692	0.6053	0.5385	0.6	0.7273	1
9702491	0.6364	0.6757	0.5	0.7778	0.3571	0.6176	0.7558	0
9702509	0.8182	0.7027	0.7917	0.8889	0.8571	0.4706	0.7558	0
9702520	0.8182	0.6216	0.6667	0.4444	0.7143	0.6471	0.8372	1
9702529	0.6364	0.5405	0	0.8889	0.3571	0.7941	0.5349	0.3333
9702575	0	0	0	0	0	0	0	0
9704094	0	0	0	0	0	0	0	0
9704112	0.56	0.3333	1	1	0.2791	0.5556	0.8889	0.7273
9704138	0.36	0.3333	0.5	1	0.7442	1	0.7222	0.8182
9704144	0.56	0.6667	0.5	0	0.7209	0.7778	0.7778	0.6364
9704364	1	0.8333	0.7	0.6667	0.75	0.6154	0.5455	0.3333
9704371	1	1	0.35	1	0	0.5385	0.8182	0.3333
9704379	0.6667	0.6667	0.9	0	0.6875	0.6923	0.5455	1
9704385	0.6667	0.6667	0.7	0	0.75	0.6154	0.6364	0
9704393	0.6667	0.6667	0	0.6667	0.375	0.7692	0.7273	0.6667
9704423	0.6667	0.6667	0.7	1	0.6875	0.6923	0.6364	0.6667
9704431	0.3333	0.5	0	0.3333	0.8125	0.9231	0.7273	0.3333
9704471	0	0.3333	0.55	1	0	0.8462	0.6364	0.3333
9704477	1	0	0.7	0.3333	0.75	0.9231	0.5455	0
9704509	0.6667	0.5	0.45	0.6667	0	0.7692	0	1
9704514	0.3333	0.1667	0.55	1	0.875	1	0.6364	1
9708982	0	0.7778	0	0	0.1667	0.5	0.4286	1
9708995	0.6607	0	0.75	0.3333	0.6667	0.7778	0.1429	0
9709006	0	0.7778	0	0	0.3333	0.7778	0.8571	1
9709019	0	0.4444	0	0.6667	0.8333	0.5556	0.8571	0.5
9709034	0	0	1	0	0.8333	0.6667	0.7143	0
9709043	0	0	0	0	0	0	0	0
9709074	0.6154	0	0.5556	0	0.75	0	0.25	0
9709087	0	0	0	0.5507	0.6667	0.6	0	0.65
9709088	0.4615	0	0.02	0	0.625	0.8	0.6667	0.7222
9709099	0.7692	0.5385	0	0.7101	0.5833	0.6	0.5	0.4
9709100	0	0.1111	0	0.0238	0.375	0.4	0.6667	0.5556
9709105	0	0.6923	0	0	0.75	0.2	0.5	0
9709106	0	0	0	0.7024	0	0.6	0.6667	0.3333
9709116	0	0	0.5778	0	0.5417	0.4	0.5	0.4
9709117	0.2308	0.7778	0.86	0	0.6875	1	1	0.6667
9709132	0	0	0	0.6232	0.5833	1	0.25	0.6
9709133	0	0	0	0	0.5	0.8	0.3333	0.6667
9709141	0	0.7692	0	0.7681	0.5833	0	0.25	0.65
9709142	0.8462	0	0.74	0	0.4375	0.8	0.6667	0.6667
9709149	0	0	0	0.4058	0.4167	0.4	0	0.6
9709150	0.6923	0	0.02	0	0.8125	0.8	0.6667	0.8889
9709161	0.8462	0	0.5778	0	0.75	0.6	0.75	0.65
9709162	0.4615	0	0	0	0.8125	1	0.6667	0.8333
9709173	0.4615	0	0	0	0.5833	0.6	0.75	0.65
9709174	0	0	0	0	0.5625	0.4	0.3333	0.5556
9709175	0.8462	0	0	0	0.4583	0.4	1	0.75
9709176	0	0.5556	0.58	0.4524	0.75	0.4	0.6667	0.5
9709188	0	0	0	0	0.625	0.4	0.6667	0.7778
9717491	0.5	1	0.5	0.75	0	0	0	0.6731
9717558	0.75	1	0.5556	0.65	0.9091	0	0	0.6154
9717559	0.4348	1	0	0.45	0	0.5833	0.5	0.5283
9717661	0	1	0	0.4	0	0.3636	0	0.5769
9717662	0.8696	1	0	0.5	0.8235	0	0.5	0.6415
9717696	0.7391	1	0.6667	0	0	0.6667	0.5	0.0189
9718339	0	0	0	0	0	0	0	0
9718407	0	1	0	0.4	0.625	0	0.5556	0.4545
9825467	0.8	0.8333	0	0.8387	1	0	0.6364	0.8
9825468	0	0	0	0	0	0	0	0
9825471	0	0.6667	0.5	0.6129	1	1	0.7273	0
9825472	0.5	0	0.8824	0	0.3333	0.7143	0	1
9825490	0.2	0.75	0	0.7097	1	0	0	0
9825491	0	0	0	0	1	0	0.7222	0
9825495	0	0	0.625	0.7097	0.5	0.75	0	0.8
9825496	0.5	0.8182	0.9412	0.4643	0	0.4286	0.4444	1
9825498	1	0	0	0	1	0.5	0.9091	0
9825499	0.5	0.4545	0.8235	0.4643	0.6667	1	0.3333	0
9825506	0.6	0.6667	0	0.9032	0.5	0.75	0.6364	0
9825507	0	0	0.3529	0	1	0.5714	0	0
9825514	0	0	0	0	0	0	0	0
9825515	0	0	0.7647	0	0.6667	0.7143	0	0.5
9825612	0.3333	0.0357	0	0.1176	0.4259	0	0.1905	0
9825613	0	0.3125	0	0	0	0.5312	0	0
9825620	0.5357	0.4667	0.6	0.625	0.9	0	0	0.6957
9825621	0.7667	0.5882	1	0.6154	0.5	0.5	0.6667	0.85
9825624	0.8929	0.5333	0.2	0.5	0.6	0	0.1	0.7391
9825625	0.6333	0.6471	0	0.7692	0.8333	0.6	0.7778	0.9
9825636	0.0357	0.7333	0	0	0	0	0.3	0.6087
9825637	0	0.8235	0.3333	0.7692	0	0.6	0	0.6
9825646	0.8571	0	0	0	0	0	0	0.6087
9825647	0	0.5294	0	0.5385	0.5833	0	0.8889	0.9
9825652	0	0	0	0	0	0	0	0
9825653	0.7333	0.7059	1	0	0	0	0	0
9825779	0	0	0.5	0.5849	0	0.5	0.6364	0.4762
9825780	0	0	0	0	0	0	0	0
9825786	0.375	0.5833	0.5	0	0.6522	0.25	0.8182	0
9825787	0.5172	0	0	0	0	1	0.4167	0.7333
9825793	0	0	1	0	0.6522	0.5	0.7273	0.5238
9825794	0.6552	0	0	0.5294	0	0	0.9167	0.6667
9825796	0.9583	0	0	0.4717	0	0.75	0.7273	0
9825797	0.7241	0.8235	0.6667	0.6863	0.8636	0	0	0
9825798	0.7917	0	0.75	0.5283	0.2609	0	0.5455	0
9825799	0.6897	0.4706	0.3333	0	0.5455	0	0	0.2667
9825802	0.7083	1	0	0	0.6522	1	1	0.8095
9825803	0.6207	0	0.3333	0.8235	0	0.4	0.75	0.5333
9825814	0.5	0	0.75	0	0	0	0.5455	0.5238
9825815	0.7241	0.8824	0.3333	0	0.6364	1	0	0.5333
9825820	0	0	0	0	0	0	0	0
9825821	0	0.5294	1	0	0.8182	0.6	0.4167	0.6667
9825944	0.7143	0.0625	0.9677	0	0.8333	0	0	0.3333
9825945	0	0	0	0	0	0	0	0
